strain,rmax,topt,ctmin,tmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness,evolution_history
40_C5,12.758431018157117,39.067,-Inf,42.888999999999996,0.26504696013717394,9.585768122976555,NA,3.8219999999999956,Inf,8.970999999999997,-9.320721162839382,40 evolved
35_B8,13.797347255670834,37,-19.884999999999998,44.05,0.34195273308860885,2.624494801025358,NA,7.049999999999997,63.934999999999995,8.54,-2.282542067936749,35 evolved
35_C7,13.940189771861961,37.094,-17.048000000000002,44.387,0.35889709269441655,2.3782782557409274,NA,7.292999999999999,61.435,8.330999999999996,-2.019381163046511,35 evolved
35_G5,13.764861219316451,37.317,-20.871,43.431,0.344534992733855,2.9851835685729133,NA,6.113999999999997,64.30199999999999,8.330999999999996,-2.6406485758390583,35 evolved
40_B2,12.690325352671595,37.024,-16.366,45.493,0.41055095254060686,1.725535910713883,NA,8.469000000000001,61.859,8.727,-1.3149849581732762,40 evolved
40_E7,14.115662726609488,39.227000000000004,-Inf,42.689,0.29163290568716466,11.089427015950191,NA,3.461999999999996,Inf,8.228000000000002,-10.797794110263027,40 evolved
40_C7,12.93079437335647,37.445,-23.697,43.994,0.30806465864615373,2.3966974891541715,NA,6.5489999999999995,67.691,8.902000000000001,-2.0886328305080175,40 evolved
35_C9,14.293225487947144,38.424,-Inf,42.754000000000005,0.3071079499771756,10.601351926406887,NA,4.330000000000005,Inf,8.235,-10.29424397642971,35 evolved
35_F4,13.923278438732801,36.836,-15.552,44.379999999999995,0.3537518049864421,2.556843986092833,NA,7.543999999999997,59.931999999999995,8.246000000000002,-2.203092181106391,35 evolved
35_D4,13.902963015515075,37.182,-19.349,43.68,0.3449053268146999,2.846924605127111,NA,6.4979999999999976,63.028999999999996,8.276,-2.502019278312411,35 evolved
40_D8,13.240289914465462,38.628,-Inf,42.945,0.2740789267750388,9.176028123181899,NA,4.317,Inf,9.035000000000004,-8.90194919640686,40 evolved
40_F2,13.457811265505939,39.329,-Inf,43.230000000000004,0.27399369346228214,7.3952384869350185,NA,3.9010000000000034,Inf,8.879999999999995,-7.121244793472736,40 evolved
35_F2,14.307247228196937,38.131,-24.031,43.055,0.31001291836765366,8.880538372097362,NA,4.9239999999999995,67.086,8.218000000000004,-8.570525453729708,35 evolved
40_D4,13.498937299478797,37.783,-22.881,44.509,0.3180161692892599,1.8447552827603773,NA,6.725999999999999,67.39,8.86,-1.5267391134711175,40 evolved
40_B8,12.754269016829188,39.492000000000004,-Inf,43.04,0.25371109903988304,8.228236320023804,NA,3.5479999999999947,Inf,9.369,-7.974525220983921,40 evolved
35_C5,13.939108737619023,37.120000000000005,-18.255,44.103,0.360415419133614,2.5329421892599617,NA,6.982999999999997,62.358000000000004,8.342999999999996,-2.1725267701263475,35 evolved
40_C9,14.107313469511656,38.246,-21.904,43.576,0.3237113471552529,6.897319181462221,NA,5.329999999999998,65.48,8.1910000000000025,-6.5736078343069675,40 evolved
35_E7,14.481411348028137,38.589,-22.482,42.628,0.32819264389451874,11.125106032512742,NA,4.0390000000000015,65.11,7.844999999999999,-10.796913388618222,35 evolved
35_G9,13.80821322925408,37.732,-24.31,43.062,0.3454137494341617,3.0710798959484835,NA,5.329999999999998,67.372,8.428000000000004,-2.725666146514322,35 evolved
35_B6,13.925820116853032,36.965,-17.599,43.582,0.3564104631886813,3.070584865016623,NA,6.616999999999997,61.181,8.088999999999999,-2.7141744018279415,35 evolved
35_F6,14.370836406611396,37.865,-20.137999999999998,42.884,0.3713290902578235,3.2550231734644153,NA,5.018999999999998,63.022,7.785000000000004,-2.8836940832065916,35 evolved
40_F4,12.485129143794918,38.094,-Inf,44.289,0.27162794981419275,4.9715868383456785,NA,6.195,Inf,9.509999999999998,-4.699958888531485,40 evolved
