well,block,test_temperature,strain,evolution_history,window_idx,window_size,days_start,days_end,mu,r_squared
e9,2,41,35_B2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.865391360960014,0.9997085442383064
e9,2,42,35_B2,35 evolved,19,5,0.1875,0.22916666666666663,2.185090495148558,0.9959311482467431
f10,1,25,40_F2,40 evolved,36,5,0.3645833333333333,0.40625,8.206190394251829,0.999921845120117
f10,1,35,40_F2,40 evolved,21,16,0.20833333333333337,0.3645833333333333,13.198756851239128,0.9724743476034879
f10,1,38,40_F2,40 evolved,22,5,0.21875,0.2604166666666667,13.009615092408533,0.999654167317802
f10,1,41,40_F2,40 evolved,42,5,0.4270833333333333,0.46875,15.814582853881316,0.9842241761294963
f10,1,42,40_F2,40 evolved,29,5,0.2916666666666667,0.3333333333333333,4.385101436165484,0.9922046906618875
f11,1,25,fRS585,fRS585,35,6,0.3541666666666667,0.40625,8.511907535116759,0.9999159661393927
f11,1,35,fRS585,fRS585,21,5,0.20833333333333337,0.25,13.054782841619495,0.9999701409453161
f11,1,38,fRS585,fRS585,22,5,0.21875,0.2604166666666667,14.020415446643483,0.999990414146719
f11,1,41,fRS585,fRS585,25,5,0.25,0.2916666666666667,6.389616820022019,0.9991631524986638
f11,1,42,fRS585,fRS585,21,5,0.20833333333333337,0.25,3.279541145174041,0.9984032095332723
f11,2,25,35_B2,35 evolved,37,5,0.375,0.4166666666666667,8.251437683348218,0.9999696796275654
f11,2,35,35_B2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.6058322867862,0.9999644052995521
f11,2,38,35_B2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.788256551753497,0.9999620266700705
f11,2,41,35_B2,35 evolved,24,5,0.23958333333333337,0.28125,6.419731395788238,0.9995366685122992
f11,2,42,35_B2,35 evolved,19,6,0.1875,0.23958333333333337,2.399806621416545,0.9978517437819685
f11,3,25,35_F2,35 evolved,37,5,0.375,0.4166666666666667,8.601264973557475,0.9993131690798654
f11,3,35,35_F2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.49789740780919,0.9998526769319062
f11,3,38,35_F2,35 evolved,22,5,0.21875,0.2604166666666667,14.100755450816116,0.9999644342327628
f11,3,41,35_F2,35 evolved,25,5,0.25,0.2916666666666667,5.960461165693731,0.9992696140898715
f11,3,42,35_F2,35 evolved,22,5,0.21875,0.2604166666666667,2.401702441810813,0.9997809392859494
f2,1,25,35_G5,35 evolved,35,6,0.3541666666666667,0.40625,8.239175776964437,0.9998148530148387
f2,1,35,35_G5,35 evolved,21,5,0.20833333333333337,0.25,12.747105290307196,0.999952152265099
f2,1,38,35_G5,35 evolved,20,5,0.19791666666666663,0.23958333333333337,13.636046702055806,0.9999092447274657
f2,1,41,35_G5,35 evolved,24,5,0.23958333333333337,0.28125,4.977729279498964,0.9994364725458452
f2,1,42,35_G5,35 evolved,22,5,0.21875,0.2604166666666667,2.7886255575252528,0.9967027697054439
f2,2,25,35_F6,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.333795033904893,0.999900399007812
f2,2,35,35_F6,35 evolved,24,5,0.23958333333333337,0.28125,13.469986335414097,0.9999038666824774
f2,2,38,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.650205120126206,0.9998783579330636
f2,2,41,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.262238742289605,0.999903995760719
f2,2,42,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,1.9635569080118946,0.9951196526640832
f2,3,25,40_F6,40 evolved,35,5,0.3541666666666667,0.3958333333333333,8.497077257453077,0.9998762332743782
f2,3,35,40_F6,40 evolved,22,5,0.21875,0.2604166666666667,13.242763965949095,0.9999973131726928
f2,3,38,40_F6,40 evolved,21,5,0.20833333333333337,0.25,13.772672327244585,0.9999790201145445
f2,3,41,40_F6,40 evolved,27,5,0.2708333333333333,0.3125,9.865084309736499,0.9998515700216677
f2,3,42,40_F6,40 evolved,21,5,0.20833333333333337,0.25,2.442468536192397,0.9997734395655324
f3,1,25,40_D4,40 evolved,37,5,0.375,0.4166666666666667,8.177354744556673,0.9999552487936103
f3,1,35,40_D4,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.454109780676015,0.9999964460130037
f3,1,38,40_D4,40 evolved,22,5,0.21875,0.2604166666666667,13.278549180603255,0.9999803508980686
f3,1,41,40_D4,40 evolved,25,12,0.25,0.3645833333333333,9.098791931757406,0.9718301701548134
f3,1,42,40_D4,40 evolved,26,5,0.2604166666666667,0.3020833333333333,6.25724500584117,0.9999186896551695
f3,2,25,40_F4,40 evolved,37,5,0.375,0.4166666666666667,7.891414368667208,0.9998862616835243
f3,2,35,40_F4,40 evolved,24,5,0.23958333333333337,0.28125,11.539608186833032,0.9999228102845201
f3,2,38,40_F4,40 evolved,22,5,0.21875,0.2604166666666667,12.375624499357459,0.9998917786919481
f3,2,41,40_F4,40 evolved,29,5,0.2916666666666667,0.3333333333333333,8.096969681431998,0.9995647824206577
f3,2,42,40_F4,40 evolved,44,6,0.4479166666666667,0.5,6.374897296599331,0.9993730736171841
f3,3,25,35_E7,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.127763492072635,0.9998573062297877
f3,3,35,35_E7,35 evolved,22,5,0.21875,0.2604166666666667,13.298182620190172,0.9999473214659328
f3,3,38,35_E7,35 evolved,22,5,0.21875,0.2604166666666667,14.29626167132487,0.9999600261444704
f3,3,41,35_E7,35 evolved,23,5,0.22916666666666663,0.2708333333333333,6.030085807796226,0.9997286302180136
f3,3,42,35_E7,35 evolved,19,5,0.1875,0.22916666666666663,1.7951035990753768,0.9998776215534906
f4,1,25,35_D4,35 evolved,36,5,0.3645833333333333,0.40625,8.206414811232955,0.9999177585504786
f4,1,35,35_D4,35 evolved,21,5,0.20833333333333337,0.25,12.91955912565751,0.9999969482408383
f4,1,38,35_D4,35 evolved,22,5,0.21875,0.2604166666666667,13.84405211983484,0.9998736019247314
f4,1,41,35_D4,35 evolved,24,5,0.23958333333333337,0.28125,5.019255520466913,0.9978197697444819
f4,1,42,35_D4,35 evolved,22,5,0.21875,0.2604166666666667,3.119110189965779,0.9973161192999425
f4,2,25,40_G11,40 evolved,36,5,0.3645833333333333,0.40625,7.848487127338974,0.9999360248153323
f4,2,35,40_G11,40 evolved,22,5,0.21875,0.2604166666666667,13.745530888798884,0.9999078122344757
f4,2,38,40_G11,40 evolved,21,5,0.20833333333333337,0.25,13.524092719844633,0.9999519563999444
f4,2,41,40_G11,40 evolved,29,5,0.2916666666666667,0.3333333333333333,7.592636047436585,0.9997329740652733
f4,2,42,40_G11,40 evolved,31,5,0.3125,0.3541666666666667,3.301653842396483,0.9994816544722626
f4,3,25,40_C5,40 evolved,38,5,0.3854166666666667,0.4270833333333333,7.932703900241388,0.9998822135057239
f4,3,35,40_C5,40 evolved,24,5,0.23958333333333337,0.28125,11.616023121291061,0.9999437133049123
f4,3,38,40_C5,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.09561495676518,0.9998478695187066
f4,3,41,40_C5,40 evolved,27,6,0.2708333333333333,0.3229166666666667,7.284909155425663,0.999898704429226
f4,3,42,40_C5,40 evolved,19,5,0.1875,0.22916666666666663,2.1653643415364843,0.9959263586981748
f5,1,25,35_B6,35 evolved,34,5,0.34375,0.3854166666666667,8.248250582069828,0.9999875333556317
f5,1,35,35_B6,35 evolved,20,5,0.19791666666666663,0.23958333333333337,13.033207228749657,0.9998877527755308
f5,1,38,35_B6,35 evolved,22,5,0.21875,0.2604166666666667,13.794616637769536,0.9999897849844862
f5,1,41,35_B6,35 evolved,22,5,0.21875,0.2604166666666667,4.708400661916813,0.9973833822581682
f5,1,42,35_B6,35 evolved,20,5,0.19791666666666663,0.23958333333333337,2.7226459782447594,0.9961728059925129
f5,2,25,40_B2,40 evolved,37,5,0.375,0.4166666666666667,7.426333301048571,0.9996390598138382
f5,2,35,40_B2,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.471595075157362,0.9999518410434913
f5,2,38,40_B2,40 evolved,22,5,0.21875,0.2604166666666667,11.882111176784019,0.9998380408274098
f5,2,41,40_B2,40 evolved,33,5,0.3333333333333333,0.375,7.028145195928676,0.9999444865794026
f5,2,42,40_B2,40 evolved,32,5,0.3229166666666667,0.3645833333333333,3.435459316671315,0.9983173942673343
f5,3,25,40_D8,40 evolved,37,5,0.375,0.4166666666666667,8.303574985328968,0.9998327430122282
f5,3,35,40_D8,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.136932029147262,0.9998678541014391
f5,3,38,40_D8,40 evolved,23,5,0.22916666666666663,0.2708333333333333,13.062444194927398,0.9998681551647343
f5,3,41,40_D8,40 evolved,28,5,0.28125,0.3229166666666667,7.397050699390859,0.9995863063359564
f5,3,42,40_D8,40 evolved,25,6,0.25,0.3020833333333333,2.1135741629394142,0.9977744804139119
f6,1,25,40_B8,40 evolved,38,5,0.3854166666666667,0.4270833333333333,8.05695061142343,0.9997416900847608
f6,1,35,40_B8,40 evolved,21,5,0.20833333333333337,0.25,11.5461942966942,0.9999230969268411
f6,1,38,40_B8,40 evolved,24,5,0.23958333333333337,0.28125,12.645967248914143,0.9997657582018631
f6,1,41,40_B8,40 evolved,35,5,0.3541666666666667,0.3958333333333333,6.812374576938196,0.9999556911321674
f6,1,42,40_B8,40 evolved,24,5,0.23958333333333337,0.28125,4.107584818074977,0.9925452188449995
f7,1,25,40_C7,40 evolved,36,7,0.3645833333333333,0.4270833333333333,8.067790629197205,0.9999489308490508
f7,1,35,40_C7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.183833834752932,0.9999246592412837
f7,1,38,40_C7,40 evolved,26,5,0.2604166666666667,0.3020833333333333,13.741898055591907,0.9991445528673588
f7,1,41,40_C7,40 evolved,37,26,0.375,0.6354166666666666,6.501633525111168,0.9702583247565493
f7,1,42,40_C7,40 evolved,26,5,0.2604166666666667,0.3020833333333333,3.74046079274475,0.9997143729705349
f7,2,25,40_F4,40 evolved,37,5,0.375,0.4166666666666667,8.089683884767345,0.9988550124028298
f7,2,35,40_F4,40 evolved,23,5,0.22916666666666663,0.2708333333333333,11.740853406067822,0.9998279567023437
f7,2,38,40_F4,40 evolved,21,5,0.20833333333333337,0.25,12.333324672922023,0.9999676086578339
f7,2,41,40_F4,40 evolved,29,5,0.2916666666666667,0.3333333333333333,8.515245600022194,0.9998950519438845
f7,2,42,40_F4,40 evolved,25,5,0.25,0.2916666666666667,3.6753081425590977,0.9992563060808974
f7,3,25,35_D2,35 evolved,36,5,0.3645833333333333,0.40625,8.516846612462988,0.999918620358614
f7,3,35,35_D2,35 evolved,22,5,0.21875,0.2604166666666667,13.18164927038348,0.9994767742166772
f7,3,38,35_D2,35 evolved,22,5,0.21875,0.2604166666666667,13.848132228897539,0.9994153853524689
f7,3,41,35_D2,35 evolved,24,5,0.23958333333333337,0.28125,5.746395876923491,0.999303386346771
f7,3,42,35_D2,35 evolved,18,5,0.17708333333333334,0.21875,1.8120521567917212,0.9998752997587113
f8,1,25,WT_CASP_1,Caspofungin evolved,35,5,0.3541666666666667,0.3958333333333333,8.175224718445062,0.9999566736938009
f8,1,35,WT_CASP_1,Caspofungin evolved,21,5,0.20833333333333337,0.25,14.489735350815167,0.9999270754206333
f8,1,38,WT_CASP_1,Caspofungin evolved,19,5,0.1875,0.22916666666666663,14.665596871031761,0.9999811107529235
f8,1,41,WT_CASP_1,Caspofungin evolved,26,6,0.2604166666666667,0.3125,5.087298632648098,0.9997551889496937
f8,1,42,WT_CASP_1,Caspofungin evolved,25,5,0.25,0.2916666666666667,3.36858552248238,0.999491627051856
f8,2,25,35_G9,35 evolved,34,6,0.34375,0.3958333333333333,8.425042819904101,0.9999064201582005
f8,2,35,35_G9,35 evolved,23,6,0.22916666666666663,0.28125,12.98665083254603,0.9999753066809999
f8,2,38,35_G9,35 evolved,22,5,0.21875,0.2604166666666667,13.701958438029939,0.9998104166810411
f8,2,41,35_G9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.884719839067311,0.999457720565987
f8,2,42,35_G9,35 evolved,19,5,0.1875,0.22916666666666663,2.0046676236919954,0.9838954249242177
f8,3,25,40_G5,40 evolved,40,5,0.40625,0.4479166666666667,8.063485207834676,0.999857154425825
f8,3,35,40_G5,40 evolved,24,5,0.23958333333333337,0.28125,12.135424304965353,0.9999826461061583
f8,3,38,40_G5,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.612677171489253,0.9999769236546305
f8,3,41,40_G5,40 evolved,35,20,0.3541666666666667,0.5520833333333334,6.691027316744518,0.9708205635572031
f8,3,42,40_G5,40 evolved,29,5,0.2916666666666667,0.3333333333333333,2.283945748684179,0.9942309056152427
f9,2,25,35_F6,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.33428086967306,0.9998486810645246
f9,2,35,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.29481409513761,0.9998273434709848
f9,2,38,35_F6,35 evolved,19,10,0.1875,0.28125,15.140968065853913,0.9718776896886813
f9,2,41,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,6.052835245007339,0.9995757706518983
f9,2,42,35_F6,35 evolved,18,5,0.17708333333333334,0.21875,1.883173862748193,0.9998653188660538
g10,1,25,40_G9,40 evolved,33,5,0.3333333333333333,0.375,8.248367658766908,0.9997763482704513
g10,1,35,40_G9,40 evolved,18,5,0.17708333333333334,0.21875,13.707355691309676,0.9998154819139652
g10,1,38,40_G9,40 evolved,19,5,0.1875,0.22916666666666663,14.197150073612464,0.999897044494193
g10,1,41,40_G9,40 evolved,26,5,0.2604166666666667,0.3020833333333333,8.794593012068626,0.9998010115890041
g10,1,42,40_G9,40 evolved,22,6,0.21875,0.2708333333333333,4.826084467576229,0.9999533580628327
g10,3,25,35_F2,35 evolved,36,5,0.3645833333333333,0.40625,8.514939807949009,0.9999489013722013
g10,3,35,35_F2,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.280378012871715,0.9999262979516882
g10,3,38,35_F2,35 evolved,22,5,0.21875,0.2604166666666667,14.180974483607208,0.9999652615964433
g10,3,41,35_F2,35 evolved,31,5,0.3125,0.3541666666666667,7.992374148226911,0.9998642199316226
g10,3,42,35_F2,35 evolved,22,5,0.21875,0.2604166666666667,2.3055060419097915,0.9997981361289486
g2,1,25,35_G11,35 evolved,38,5,0.3854166666666667,0.4270833333333333,8.406031356563958,0.999964970508102
g2,1,35,35_G11,35 evolved,21,5,0.20833333333333337,0.25,13.020231872004025,0.9999528342091827
g2,1,38,35_G11,35 evolved,22,5,0.21875,0.2604166666666667,13.80964524076255,0.9999763055954749
g2,1,41,35_G11,35 evolved,22,5,0.21875,0.2604166666666667,4.767166269642448,0.9997510979577244
g2,1,42,35_G11,35 evolved,16,5,0.15625,0.19791666666666663,2.596746149287135,0.999743914401583
g2,3,25,40_E7,40 evolved,37,5,0.375,0.4166666666666667,8.435614765266742,0.9996523807412533
g2,3,35,40_E7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.901082224252258,0.9999347249693461
g2,3,38,40_E7,40 evolved,23,5,0.22916666666666663,0.2708333333333333,13.278084828531778,0.9999439813232456
g2,3,41,40_E7,40 evolved,27,5,0.2708333333333333,0.3125,10.708475562558462,0.9999445560374836
g2,3,42,40_E7,40 evolved,20,5,0.19791666666666663,0.23958333333333337,2.0360154848851386,0.9951435804441663
g3,1,25,WT_FLZ_2,Fluconazole evolved,51,5,0.5208333333333334,0.5625,5.41662657951286,0.9999755121767866
g3,1,35,WT_FLZ_2,Fluconazole evolved,31,5,0.3125,0.3541666666666667,9.312638183182186,0.9999963869311682
g3,1,38,WT_FLZ_2,Fluconazole evolved,28,5,0.28125,0.3229166666666667,9.458729517796616,0.9998971440360099
g3,1,41,WT_FLZ_2,Fluconazole evolved,19,5,0.1875,0.22916666666666663,1.9208711996234056,0.9998598728042538
g3,1,42,WT_FLZ_2,Fluconazole evolved,31,5,0.3125,0.3541666666666667,1.2177668221341624,0.9834234383526412
g3,2,25,35_G9,35 evolved,34,5,0.34375,0.3854166666666667,8.553109302885568,0.9999678407645466
g3,2,35,35_G9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,12.991381895364489,0.9999721226573972
g3,2,38,35_G9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.591156084146629,0.9999264229104619
g3,2,41,35_G9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.222276508143491,0.99918330188568
g3,2,42,35_G9,35 evolved,23,5,0.22916666666666663,0.2708333333333333,1.9991295368686748,0.995131436199494
g3,3,25,35_E7,35 evolved,37,5,0.375,0.4166666666666667,8.33993834809729,0.9999646828133674
g3,3,35,35_E7,35 evolved,21,5,0.20833333333333337,0.25,13.362452301091299,0.9999740596700494
g3,3,38,35_E7,35 evolved,22,5,0.21875,0.2604166666666667,14.04387688242124,0.9998610746240056
g3,3,41,35_E7,35 evolved,31,5,0.3125,0.3541666666666667,8.725254249359255,0.9941506936017004
g3,3,42,35_E7,35 evolved,20,5,0.19791666666666663,0.23958333333333337,1.7784692734827983,0.9998798790860349
g4,1,25,35_B6,35 evolved,36,5,0.3645833333333333,0.40625,8.351658975159,0.9999200486728589
g4,1,35,35_B6,35 evolved,21,5,0.20833333333333337,0.25,13.033513433571136,0.999964432185782
g4,1,38,35_B6,35 evolved,22,5,0.21875,0.2604166666666667,13.717825248727504,0.9999810078625964
g4,1,41,35_B6,35 evolved,24,5,0.23958333333333337,0.28125,4.458827086199583,0.9977282407799059
g4,1,42,35_B6,35 evolved,15,5,0.14583333333333334,0.1875,3.006020996611611,0.9980995063423321
g4,3,25,40_C5,40 evolved,37,5,0.375,0.4166666666666667,8.048406754590378,0.9998620735281809
g4,3,35,40_C5,40 evolved,24,5,0.23958333333333337,0.28125,11.8816249969307,0.9999640741153724
g4,3,38,40_C5,40 evolved,22,5,0.21875,0.2604166666666667,12.157987913335415,0.9999235123953445
g4,3,41,40_C5,40 evolved,27,5,0.2708333333333333,0.3125,9.23844378922165,0.9998965308326444
g4,3,42,40_C5,40 evolved,24,5,0.23958333333333337,0.28125,2.324123451280177,0.9997948627827531
g5,2,25,40_F4,40 evolved,36,5,0.3645833333333333,0.40625,7.94302568557537,0.9999922347395755
g5,2,35,40_F4,40 evolved,23,5,0.22916666666666663,0.2708333333333333,11.947010600291705,0.9999361370331115
g5,2,38,40_F4,40 evolved,22,5,0.21875,0.2604166666666667,12.271692431454651,0.9999331952456011
g5,2,41,40_F4,40 evolved,33,5,0.3333333333333333,0.375,7.913334973983748,0.9999817735923112
g5,2,42,40_F4,40 evolved,26,5,0.2604166666666667,0.3020833333333333,3.646623566847663,0.9982292684716768
g5,3,25,40_F6,40 evolved,36,5,0.3645833333333333,0.40625,8.519244322216235,0.9998809886968646
g5,3,35,40_F6,40 evolved,22,5,0.21875,0.2604166666666667,13.389714014858631,0.9999941592906673
g5,3,38,40_F6,40 evolved,22,5,0.21875,0.2604166666666667,13.740524827660044,0.9999362015862773
g5,3,41,40_F6,40 evolved,27,5,0.2708333333333333,0.3125,10.182075633318325,0.9999859659946372
g5,3,42,40_F6,40 evolved,22,5,0.21875,0.2604166666666667,2.342901040034853,0.9896552835388523
g6,1,25,40_D2,40 evolved,39,5,0.3958333333333333,0.4375,8.171596651081511,0.9997515467697208
g6,1,35,40_D2,40 evolved,24,5,0.23958333333333337,0.28125,11.308107085288206,0.9999732698278555
g6,1,38,40_D2,40 evolved,23,5,0.22916666666666663,0.2708333333333333,12.598455596455363,0.9999728436030421
g6,1,41,40_D2,40 evolved,29,5,0.2916666666666667,0.3333333333333333,5.147903916592753,0.9999508176577712
g6,1,42,40_D2,40 evolved,27,5,0.2708333333333333,0.3125,3.214093331996919,0.9979592754153068
g6,2,25,35_F6,35 evolved,36,5,0.3645833333333333,0.40625,8.317755742244055,0.999940870748218
g6,2,35,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.167334535931703,0.9998729550124439
g6,2,38,35_F6,35 evolved,22,5,0.21875,0.2604166666666667,13.838781782946096,0.999975955440231
g6,2,41,35_F6,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.361463769331702,0.9997942468996469
g6,2,42,35_F6,35 evolved,21,5,0.20833333333333337,0.25,1.7951035990753763,0.9998776215534906
g6,3,25,WT_CASP_3,Caspofungin evolved,35,5,0.3541666666666667,0.3958333333333333,8.106445313310838,0.9999547868282688
g6,3,35,WT_CASP_3,Caspofungin evolved,21,5,0.20833333333333337,0.25,15.84558438881894,0.9998873927292761
g6,3,38,WT_CASP_3,Caspofungin evolved,20,5,0.19791666666666663,0.23958333333333337,14.921362247775088,0.9999587347089968
g6,3,41,WT_CASP_3,Caspofungin evolved,27,5,0.2708333333333333,0.3125,9.123262043345706,0.999914358477862
g6,3,42,WT_CASP_3,Caspofungin evolved,17,6,0.16666666666666666,0.21875,1.452695830095637,0.9916794674474201
g7,1,25,40_G9,40 evolved,34,5,0.34375,0.3854166666666667,8.181682340983075,0.9997469915300725
g7,1,35,40_G9,40 evolved,19,5,0.1875,0.22916666666666663,13.667599312793659,0.9999614793475895
g7,1,38,40_G9,40 evolved,19,5,0.1875,0.22916666666666663,14.355252609098926,0.9998683714437442
g7,1,41,40_G9,40 evolved,27,5,0.2708333333333333,0.3125,8.181877071506767,0.9998429963175267
g7,1,42,40_G9,40 evolved,21,5,0.20833333333333337,0.25,4.350452919173255,0.9997285216353732
g7,3,25,35_C5,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.476611702529468,0.9998298085159139
g7,3,35,35_C5,35 evolved,22,5,0.21875,0.2604166666666667,13.105191265207095,0.9998077363832606
g7,3,38,35_C5,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.71918155387483,0.9998935357680838
g7,3,41,35_C5,35 evolved,34,10,0.34375,0.4375,8.358809620308582,0.9728948992001064
g7,3,42,35_C5,35 evolved,22,5,0.21875,0.2604166666666667,3.438291159447979,0.9995016132605642
g8,1,25,35_G11,35 evolved,35,5,0.3541666666666667,0.3958333333333333,8.42856537742926,0.9999167748552181
g8,1,35,35_G11,35 evolved,21,5,0.20833333333333337,0.25,13.02694863830849,0.9998707190585232
g8,1,38,35_G11,35 evolved,23,5,0.22916666666666663,0.2708333333333333,13.618855288776219,0.999863611051851
g8,1,41,35_G11,35 evolved,24,5,0.23958333333333337,0.28125,5.339731233039137,0.9987009425765386
g8,1,42,35_G11,35 evolved,18,5,0.17708333333333334,0.21875,3.67583741471022,0.9977316346623405
g8,2,25,35_E9,35 evolved,38,5,0.3854166666666667,0.4270833333333333,8.381358667689584,0.9999727776725592
g8,2,35,35_E9,35 evolved,24,5,0.23958333333333337,0.28125,13.106624864035194,0.9999248716306762
g8,2,38,35_E9,35 evolved,22,5,0.21875,0.2604166666666667,13.938198240407626,0.9999035009608405
g8,2,41,35_E9,35 evolved,24,5,0.23958333333333337,0.28125,5.240354826239372,0.9997786411325593
g8,2,42,35_E9,35 evolved,19,5,0.1875,0.22916666666666663,2.0742888877814174,0.9951561014543834
g8,3,25,40_B6,40 evolved,38,5,0.3854166666666667,0.4270833333333333,8.202768455767005,0.999991578514355
g8,3,35,40_B6,40 evolved,25,5,0.25,0.2916666666666667,11.789492647503204,0.9999592364202202
g8,3,38,40_B6,40 evolved,24,5,0.23958333333333337,0.28125,12.24428019342197,0.9999846443916285
g8,3,41,40_B6,40 evolved,32,5,0.3229166666666667,0.3645833333333333,9.047037620866767,0.9998936343946361
g8,3,42,40_B6,40 evolved,26,6,0.2604166666666667,0.3125,2.2157849910341763,0.9955417072371494
g9,1,25,35_D4,35 evolved,34,5,0.34375,0.3854166666666667,8.479962949057883,0.9999306598772597
g9,1,35,35_D4,35 evolved,22,5,0.21875,0.2604166666666667,13.015336362998013,0.9998509364343018
g9,1,38,35_D4,35 evolved,22,5,0.21875,0.2604166666666667,13.835815455318565,0.9999902024612878
g9,1,41,35_D4,35 evolved,23,5,0.22916666666666663,0.2708333333333333,5.392331800990495,0.9999075545034154
g9,1,42,35_D4,35 evolved,21,5,0.20833333333333337,0.25,3.0057168814131074,0.9944494333000347
