well,strain,r,K,t_mid,R2,n_obs,strain.y,test_temperature,block,evolution_history
d11,40_B2,13.690204785372236,1.4099771371449958,0.3917630309797512,0.9928646266479827,97,40_B2,41,2,40 evolved
e3,35_C7,4.265281548244038,0.8205805654873733,0.5291269960017263,0.9855867496298555,97,35_C7,41,2,35 evolved
e8,35_C7,5.173653148757641,1.3353198157666015,0.5870076464134902,0.9982457631673943,97,35_C7,41,2,35 evolved
e9,35_B2,5.169546142364284,1.3524275593118453,0.603578483207984,0.9968921395618981,97,35_B2,41,2,35 evolved
e10,fRS585,8.067694664923902,1.2918105372019948,0.458452125234742,0.9948280671789419,97,fRS585,41,2,fRS585
e11,40_E11,5.997721605574297,1.729,0.4329089872359909,0.839632473847123,97,40_E11,41,2,40 evolved
f2,35_F6,4.357286754410506,0.572,0.4137516873452078,0.9750970156381995,97,35_F6,41,2,35 evolved
f3,40_F4,12.449424307189394,1.3807624834072145,0.397634378008132,0.9940570923987093,97,40_F4,41,2,40 evolved
f4,40_G11,12.217052707356384,1.4326998776708066,0.3925395274991476,0.9937381533230145,97,40_G11,41,2,40 evolved
f5,40_B2,11.513481193804399,1.393514335996425,0.4313504762099704,0.9922396997838958,97,40_B2,41,2,40 evolved
f7,40_F4,13.322865541842813,1.4136276214596843,0.38591136566400713,0.9939203542909192,97,40_F4,41,2,40 evolved
f8,35_G9,4.132279638604812,1.3544119320169683,0.6852002920917405,0.9965449656753528,97,35_G9,41,2,35 evolved
f9,35_F6,5.561116361987836,1.3362019789678201,0.5705224034048104,0.9972442778996119,97,35_F6,41,2,35 evolved
f11,35_B2,8.389057602905572,1.2890620747536066,0.4747041316302332,0.9921924723099689,97,35_B2,41,2,35 evolved
g3,35_G9,3.9737033616294375,0.627,0.4806252746770492,0.9720947318997241,97,35_G9,41,2,35 evolved
g5,40_F4,12.803706622011177,1.3615038942729023,0.4019560601465395,0.9930428118798951,97,40_F4,41,2,40 evolved
g6,35_F6,3.5505927056239397,0.9750631112299807,0.6502509039257662,0.9837379466212738,97,35_F6,41,2,35 evolved
g8,35_E9,3.14758394931792,1.5961290539354454,0.8949539404621191,0.9895580407923434,97,35_E9,41,2,35 evolved
b2,35_E9,16.450825592479994,1.406,0.29359874981448636,0.9952620945139771,97,35_E9,35,2,35 evolved
b3,40_E9,15.130813728115053,1.453,0.333174882083686,0.9976077554329537,97,40_E9,35,2,40 evolved
b4,40_G11,17.867351475451052,1.441,0.29229056699267086,0.9974773189625885,97,40_G11,35,2,40 evolved
b5,40_E11,16.595820591664783,1.377,0.30622645283767413,0.9976457969542741,97,40_E11,35,2,40 evolved
b8,35_B2,16.53013275707178,1.371,0.3059785096752217,0.997615857484508,97,35_B2,35,2,35 evolved
b9,fRS585,16.796829406738507,1.386,0.30306906995526345,0.9970089449278224,97,fRS585,35,2,fRS585
b11,35_D8,16.550202561711203,1.3851707453794038,0.30361407060867673,0.9976515988081751,97,35_D8,35,2,35 evolved
c2,40_B2,16.507322979339182,1.482,0.3038595225798181,0.9975598129352716,97,40_B2,35,2,40 evolved
c3,40_G11,14.631186442718612,1.746,0.2838777736965638,0.8847478763046298,97,40_G11,35,2,40 evolved
c4,40_E11,17.830502689713164,1.307,0.30563834767967596,0.9970508775011551,97,40_E11,35,2,40 evolved
c5,40_E9,15.211712646969266,1.3566254838008354,0.34142026158194005,0.9973994036189769,97,40_E9,35,2,40 evolved
c9,fRS585,16.741201795632907,1.383,0.3045908638729508,0.9969473000214254,97,fRS585,35,2,fRS585
c11,35_C7,16.761392978737707,1.3648849096252282,0.30939186502659316,0.9974991512552637,97,35_C7,35,2,35 evolved
d2,40_C9,16.807488603738705,1.396910178908462,0.3018438783530542,0.9976085663197327,97,40_C9,35,2,40 evolved
d3,35_D8,16.37548155945545,1.409,0.30708163690880186,0.9976097768790225,97,35_D8,35,2,35 evolved
d4,35_D8,16.83427274777416,1.1792092106196308,0.3175608125605547,0.9964789139344709,97,35_D8,35,2,35 evolved
d5,40_E9,15.197350305824198,1.4028825968671157,0.33742839872374286,0.9974572642600565,97,40_E9,35,2,40 evolved
d6,35_G9,16.506553901093092,1.3950540232352875,0.3054953055953592,0.9977006484026131,97,35_G9,35,2,35 evolved
d8,40_C9,17.116976470399198,1.439333632577953,0.2953356216674483,0.9976655268130815,97,40_C9,35,2,40 evolved
d9,40_C9,17.04022683081193,1.4225215696952394,0.2973192699876559,0.9976438150478858,97,40_C9,35,2,40 evolved
d10,35_E9,16.732071848371643,1.3816702215505692,0.30348705633534867,0.9975193934597194,97,35_E9,35,2,35 evolved
d11,40_B2,16.79446171929255,1.5,0.2999645222388191,0.9975866145546582,97,40_B2,35,2,40 evolved
e3,35_C7,16.660697014621373,1.3828682578866465,0.3099104453133023,0.997564186357599,97,35_C7,35,2,35 evolved
e8,35_C7,16.652789640697815,1.359,0.3079892732942035,0.9974841678439442,97,35_C7,35,2,35 evolved
e9,35_B2,16.736141444121817,1.407,0.3046009675894137,0.9975622399878941,97,35_B2,35,2,35 evolved
e10,fRS585,16.707454005447563,1.375,0.305081072320845,0.9976520209192961,97,fRS585,35,2,fRS585
e11,40_E11,10.167415911886284,1.625,0.3313380220512302,0.8752639048626724,97,40_E11,35,2,40 evolved
f2,35_F6,17.2416991232263,1.284,0.3088350122194085,0.996998604939419,97,35_F6,35,2,35 evolved
f3,40_F4,15.29053885988777,1.4634659503541148,0.32374238273294087,0.99773082034666,97,40_F4,35,2,40 evolved
f4,40_G11,18.047339153402636,1.47,0.2878614289458945,0.9977267205168203,97,40_G11,35,2,40 evolved
f5,40_B2,16.737232067367877,1.474,0.3051026013603378,0.997421484823734,97,40_B2,35,2,40 evolved
f7,40_F4,15.310441824899055,1.466415514281227,0.3223037376149992,0.9978492556374299,97,40_F4,35,2,40 evolved
f8,35_G9,5.1404271875367025,1.784,0.38173226412767325,0.7502217868412664,97,35_G9,35,2,35 evolved
f9,35_F6,16.71017416881094,1.361,0.30586114745833104,0.9974216981661341,97,35_F6,35,2,35 evolved
f11,35_B2,17.216813664442693,1.3366212914634144,0.3049719977740765,0.9973269603372331,97,35_B2,35,2,35 evolved
g3,35_G9,16.6826836403225,1.3762335299065478,0.30794202314692953,0.9975568056694849,97,35_G9,35,2,35 evolved
g5,40_F4,15.917193956591287,1.444,0.3187416014566408,0.9969856260155868,97,40_F4,35,2,40 evolved
g6,35_F6,16.726156238868445,1.395078549813522,0.30466819752758456,0.9975455400835272,97,35_F6,35,2,35 evolved
g8,35_E9,16.68834673738323,1.377,0.3048981912046092,0.9975307299470387,97,35_E9,35,2,35 evolved
b2,35_E9,9.81369604769145,1.488382964780228,0.4930569454897226,0.9962777051043188,97,35_E9,25,2,35 evolved
b3,40_E9,9.61484270409245,1.5143835855118988,0.5210168216146026,0.9968397389351097,97,40_E9,25,2,40 evolved
b4,40_G11,9.611217017033008,1.5246074492975188,0.4926117184581639,0.9969330843576328,97,40_G11,25,2,40 evolved
b5,40_E11,9.548109976348886,1.481556468026948,0.49881996314240723,0.996338792378149,97,40_E11,25,2,40 evolved
b8,35_B2,9.285880546114555,1.4436953063645181,0.5222393655871196,0.9959195356321761,97,35_B2,25,2,35 evolved
b9,fRS585,9.3664049506286,1.4157272317305107,0.5103241504449816,0.9957698132795405,97,fRS585,25,2,fRS585
b11,35_D8,9.547762886828114,1.5065300546204625,0.5079060086742325,0.9962661224779186,97,35_D8,25,2,35 evolved
c2,40_B2,8.921420938538295,1.4744774515349088,0.5262326374869987,0.996780619184774,97,40_B2,25,2,40 evolved
c3,40_G11,9.503323140855587,1.5401205071435426,0.4904103419888338,0.9970431485390633,97,40_G11,25,2,40 evolved
c4,40_E11,9.635356476233227,1.4988124109438283,0.49584502225626503,0.996464104276493,97,40_E11,25,2,40 evolved
c5,40_E9,9.29038050547885,1.3093647154257329,0.5575961961664511,0.995868682206218,97,40_E9,25,2,40 evolved
c9,fRS585,9.427617147503394,1.4725600153529184,0.5129260725838709,0.9959624906244784,97,fRS585,25,2,fRS585
c11,35_C7,9.64826762170508,1.5256128878376374,0.4985885725719383,0.9964819405409434,97,35_C7,25,2,35 evolved
d2,40_C9,9.506180520226186,1.511801674470361,0.4883116137214167,0.9965541128922658,97,40_C9,25,2,40 evolved
d3,35_D8,9.587667492382998,1.5048167086282171,0.5053740323636701,0.9964782159773411,97,35_D8,25,2,35 evolved
d4,35_D8,9.42888464124613,1.4787649254800177,0.5149558878128565,0.9961245151235443,97,35_D8,25,2,35 evolved
d5,40_E9,9.398621318408496,1.4288460531319427,0.5362158193412236,0.9961289018115214,97,40_E9,25,2,40 evolved
d6,35_G9,9.609025489539949,1.5069420451702817,0.47870786348406086,0.9967075628300126,97,35_G9,25,2,35 evolved
d8,40_C9,9.560855754857545,1.506981978312123,0.49066987085967373,0.9964123027149554,97,40_C9,25,2,40 evolved
d9,40_C9,9.460092634229715,1.473926161545716,0.5032814245297872,0.9963982690480139,97,40_C9,25,2,40 evolved
d10,35_E9,9.481880771303539,1.484010866773382,0.5008908227444838,0.9962959871693445,97,35_E9,25,2,35 evolved
d11,40_B2,9.161959270503193,1.558505204893436,0.51975317816456,0.9972496892127043,97,40_B2,25,2,40 evolved
e3,35_C7,9.530936215915736,1.4924504362852145,0.5030957236037906,0.9963219418902068,97,35_C7,25,2,35 evolved
e8,35_C7,9.6064750559445,1.4924444665795524,0.50003664899239,0.9963461226603538,97,35_C7,25,2,35 evolved
e9,35_B2,9.528943718603024,1.5209497254950328,0.5048855661867281,0.9962009365890109,97,35_B2,25,2,35 evolved
e10,fRS585,9.46037832143602,1.4704132852611789,0.5051524631761823,0.9961201521139168,97,fRS585,25,2,fRS585
e11,40_E11,9.626842053143246,1.5129196910783387,0.4977750827070666,0.9963983906015808,97,40_E11,25,2,40 evolved
f2,35_F6,9.536437868963837,1.4785071701777335,0.4905989226142022,0.9967730804224435,97,35_F6,25,2,35 evolved
f3,40_F4,9.352375414059036,1.5488324391975672,0.5100611472325816,0.9968757907955095,97,40_F4,25,2,40 evolved
f4,40_G11,9.500643998092544,1.5226760249822453,0.4963453028134611,0.9969020179658494,97,40_G11,25,2,40 evolved
f5,40_B2,9.132762264768099,1.5678192463779983,0.5183698843369375,0.9972618332241616,97,40_B2,25,2,40 evolved
f7,40_F4,9.408123913450524,1.544151458276084,0.5082906677035167,0.996810645915568,97,40_F4,25,2,40 evolved
f8,35_G9,9.711610912924487,1.488243138332007,0.48166175646795545,0.9966856396406597,97,35_G9,25,2,35 evolved
f9,35_F6,9.587465620089537,1.4844509178508236,0.4910378287184406,0.996453088136104,97,35_F6,25,2,35 evolved
f11,35_B2,9.505854448998285,1.4995172727908093,0.5103616896862296,0.9960677640882085,97,35_B2,25,2,35 evolved
g3,35_G9,9.616054712020706,1.4732228874466686,0.4852026717152798,0.9966220039087256,97,35_G9,25,2,35 evolved
g5,40_F4,9.474285444304469,1.5721815165587878,0.5004365579224198,0.9970054388841837,97,40_F4,25,2,40 evolved
g6,35_F6,9.659015123610446,1.496110858865164,0.48566227077250673,0.9966713948390595,97,35_F6,25,2,35 evolved
g8,35_E9,9.647292248098871,1.47546315732507,0.5012096016732563,0.9963091312258924,97,35_E9,25,2,35 evolved
b2,35_E9,18.264667820247457,1.458,0.2914857012799798,0.9725108489012085,97,35_E9,38,2,35 evolved
b3,40_E9,17.056393862566352,1.378,0.3241948073880241,0.9970790777315154,97,40_E9,38,2,40 evolved
b4,40_G11,19.475640219485694,1.473,0.2805967702239498,0.997096449697688,97,40_G11,38,2,40 evolved
b5,40_E11,18.77276495431992,1.389,0.29327967262576854,0.9976255997611164,97,40_E11,38,2,40 evolved
b8,35_B2,6.352268734924265,1.781,0.3430023863206217,0.7902927832413753,97,35_B2,38,2,35 evolved
b9,fRS585,18.730904602803687,1.41,0.2928776896927581,0.9978011685207651,97,fRS585,38,2,fRS585
b11,35_D8,18.888578800927416,1.403,0.2928751739876568,0.9977001445575588,97,35_D8,38,2,35 evolved
c2,40_B2,17.512610887221168,1.463,0.3011177359531316,0.9969395622539711,97,40_B2,38,2,40 evolved
c3,40_G11,19.602778778824323,1.444,0.28364921714649755,0.9968772628438587,97,40_G11,38,2,40 evolved
c4,40_E11,18.45024622405217,1.426,0.28998538583960526,0.9970829771713152,97,40_E11,38,2,40 evolved
c5,40_E9,17.290424894709297,1.361,0.31855510417497074,0.9935638743507041,97,40_E9,38,2,40 evolved
c9,fRS585,18.48948431391187,1.428,0.2903975785400615,0.9927230749597971,97,fRS585,38,2,fRS585
c11,35_C7,6.4030565494984595,1.792,0.3502064683535461,0.7835512035835314,97,35_C7,38,2,35 evolved
d2,40_C9,19.03429911805192,1.398,0.2922218823900136,0.9969419886485711,97,40_C9,38,2,40 evolved
d3,35_D8,18.904237207352786,1.386,0.2974030383393399,0.9975448665874671,97,35_D8,38,2,35 evolved
d4,35_D8,19.095005257607895,1.42,0.29185107574772234,0.9973189997050327,97,35_D8,38,2,35 evolved
d5,40_E9,18.22014358686413,1.399,0.32029129280021273,0.9950587564668257,97,40_E9,38,2,40 evolved
d6,35_G9,18.659027965780187,1.402,0.2911623186143397,0.9976944133601422,97,35_G9,38,2,35 evolved
d8,40_C9,8.510849714247641,1.88,0.29712568809260387,0.6633320190671848,97,40_C9,38,2,40 evolved
d9,40_C9,19.10671161089763,1.431,0.29325400705709515,0.9970196651437984,97,40_C9,38,2,40 evolved
d10,35_E9,19.199677866067493,1.379,0.29047295087775316,0.9974589085921359,97,35_E9,38,2,35 evolved
d11,40_B2,17.901143212229304,1.449,0.3068078358216745,0.9970128182115242,97,40_B2,38,2,40 evolved
e3,35_C7,18.933380480901317,1.431,0.28846172972386586,0.9975105069484792,97,35_C7,38,2,35 evolved
e8,35_C7,19.111019293914566,1.412,0.29097752002721566,0.9972815177602841,97,35_C7,38,2,35 evolved
e9,35_B2,18.21546778794833,1.447,0.29974592875335265,0.989189839642735,97,35_B2,38,2,35 evolved
e10,fRS585,19.28445500996357,1.375,0.2918849398956481,0.9972279239106293,97,fRS585,38,2,fRS585
e11,40_E11,19.13133659167612,1.387,0.2927972285850195,0.9972227759025447,97,40_E11,38,2,40 evolved
f2,35_F6,20.16125923412676,1.335,0.2944846469125638,0.9959988766632115,97,35_F6,38,2,35 evolved
f3,40_F4,17.002652365843606,1.464,0.30624755552192345,0.9974520434635237,97,40_F4,38,2,40 evolved
f4,40_G11,19.531625711192497,1.44,0.2830162635404919,0.9971421953140894,97,40_G11,38,2,40 evolved
f5,40_B2,17.376807335612135,1.466,0.3052370799999744,0.9967655061596858,97,40_B2,38,2,40 evolved
f7,40_F4,17.135295884079394,1.449,0.3024136615886535,0.9973551336259001,97,40_F4,38,2,40 evolved
f8,35_G9,19.27168423151524,1.398,0.29190031230087593,0.9973085191953537,97,35_G9,38,2,35 evolved
f9,35_F6,6.533991678897667,1.802,0.3408254999789912,0.7332606696637058,97,35_F6,38,2,35 evolved
f11,35_B2,19.119277117565474,1.421,0.29606140456776925,0.9974221084202618,97,35_B2,38,2,35 evolved
g3,35_G9,18.873526551003813,1.416,0.29169103864123697,0.9975186229794525,97,35_G9,38,2,35 evolved
g5,40_F4,16.827838383633775,1.468,0.3040242583435897,0.9975583929560193,97,40_F4,38,2,40 evolved
g6,35_F6,19.035366800346573,1.417,0.2941452697608335,0.9974465973252511,97,35_F6,38,2,35 evolved
g8,35_E9,19.21984027039391,1.394,0.2911883944685783,0.9974535566302024,97,35_E9,38,2,35 evolved
b2,40_B6,6.083192282184662,0.17,0.08567934818007648,0.9213123035617492,97,40_B6,42,3,40 evolved
b3,fRS585,5.917657131689211,0.159,0.017755306735501707,0.7708824522557318,97,fRS585,42,3,fRS585
b4,35_E11,6.489116796592526,0.161,0.026798379428145582,0.8247961843709296,97,35_E11,42,3,35 evolved
b5,35_D2,6.111533058822066,0.155,0.005093823609976045,0.7999859173779604,97,35_D2,42,3,35 evolved
b6,WT_FLZ_1,6.874148694805591,0.208,0.09889510615209272,0.8894090137283904,97,WT_FLZ_1,42,3,Fluconazole evolved
b7,fRS585,6.44367489045315,0.172,0.044301179483019856,0.8025334057053134,97,fRS585,42,3,fRS585
b8,35_E11,7.025210877436894,0.18,0.07589912244896109,0.8473910003556228,97,35_E11,42,3,35 evolved
b9,40_C5,2.756386391821175,1.478,1.0413632399503527,0.9933307725068595,97,40_C5,42,3,40 evolved
b10,40_F6,2.449349938609919,0.8476585085180192,0.8516293130302028,0.9689043384510917,97,40_F6,42,3,40 evolved
b11,40_G5,2.3873874850946954,1.206,1.1042343802624455,0.9771309421494838,97,40_G5,42,3,40 evolved
c2,35_E11,6.263885730750326,0.144,-0.013136094829197269,0.8095517995579109,97,35_E11,42,3,35 evolved
c3,40_E7,6.311856456128152,0.183,0.09006545136258132,0.9424031236410294,97,40_E7,42,3,40 evolved
c4,35_C9,6.411783065056099,0.15,0.0011451969662909557,0.8068013959190927,97,35_C9,42,3,35 evolved
c5,35_D2,6.372739546191742,0.142,-0.00896466377010815,0.8266117807363818,97,35_D2,42,3,35 evolved
c7,40_D8,5.948463206156576,0.21719474276787312,0.15772989468827603,0.9691502899872875,97,40_D8,42,3,40 evolved
c8,35_F2,6.471586144895563,0.164,0.036157165876665086,0.8102482323747292,97,35_F2,42,3,35 evolved
c9,fRS585,6.594131247907186,0.173,0.04810872837984328,0.8029490558864656,97,fRS585,42,3,fRS585
d2,35_C9,5.945427009283696,0.141,-0.029998040101508115,0.8011250386288544,97,35_C9,42,3,35 evolved
d3,WT_CASP_3,4.11162504454772,0.118,-0.23676098357131978,0.5384432700043741,97,WT_CASP_3,42,3,Caspofungin evolved
d4,WT_FLZ_1,6.425994534389219,0.189,0.05724536533538329,0.8906305861546671,97,WT_FLZ_1,42,3,Fluconazole evolved
d5,35_E7,6.300965916442708,0.141,-0.019779008115533344,0.8419538323810305,97,35_E7,42,3,35 evolved
d6,35_C9,5.802750908337392,0.148,-0.0193765935270234,0.8010143148333259,97,35_C9,42,3,35 evolved
d7,40_D8,5.926776267777124,0.2001726340203133,0.12789859119750924,0.9589838187919213,97,40_D8,42,3,40 evolved
d8,WT_CASP_3,6.10005873077134,0.132,-0.06299454828695371,0.6141185594861079,97,WT_CASP_3,42,3,Caspofungin evolved
d10,35_C5,8.781012480497562,0.262,0.1496993862510995,0.8458018202111593,97,35_C5,42,3,35 evolved
e2,40_B6,5.621658974950588,0.147,0.004231052569433197,0.9123567146536347,97,40_B6,42,3,40 evolved
e4,35_C5,7.98732026367756,0.193,0.08963168501171376,0.8388327710458582,97,35_C5,42,3,35 evolved
e5,40_G5,5.6228997504059155,0.157,0.039806778197042515,0.9292264991271596,97,40_G5,42,3,40 evolved
e10,WT_FLZ_1,7.2328857713381325,0.21,0.105213412286237,0.8784037446027,97,WT_FLZ_1,42,3,Fluconazole evolved
e11,40_E7,1.4614996268124372,0.725,1.2538981565245217,0.5648060166510571,97,40_E7,42,3,40 evolved
f2,40_F6,6.6518816543718176,0.172,0.07048060444914454,0.9053287472913133,97,40_F6,42,3,40 evolved
f3,35_E7,6.4644959347602935,0.135,-0.028268554464448183,0.8154383652470897,97,35_E7,42,3,35 evolved
f4,40_C5,5.776346889372336,0.1829826362030855,0.09641081594937655,0.9576955047748869,97,40_C5,42,3,40 evolved
f5,40_D8,5.890301921594735,0.174,0.07547863386760473,0.9425447210937723,97,40_D8,42,3,40 evolved
f7,35_D2,6.332840989238587,0.142,-0.006257211619373676,0.8193084798353827,97,35_D2,42,3,35 evolved
f8,40_G5,5.749718189367905,0.177,0.08378770792983413,0.9369406504738275,97,40_G5,42,3,40 evolved
f11,35_F2,6.978760132687702,0.159,0.04563049851304406,0.8140887091925864,97,35_F2,42,3,35 evolved
g2,40_E7,5.8599360162958405,0.159,0.04461596246769777,0.9305603126406082,97,40_E7,42,3,40 evolved
g3,35_E7,6.211904595707272,0.135,-0.03774695229145655,0.8217381884491143,97,35_E7,42,3,35 evolved
g4,40_C5,5.884187738743783,0.1846901277362996,0.09965555784724531,0.9542801012394929,97,40_C5,42,3,40 evolved
g5,40_F6,6.399935164409499,0.167,0.059398181028578766,0.8950005648213719,97,40_F6,42,3,40 evolved
g6,WT_CASP_3,5.7046475342839695,0.122,-0.11716400860957808,0.5771416977098021,97,WT_CASP_3,42,3,Caspofungin evolved
g7,35_C5,7.937322901335952,0.208,0.11232244974349345,0.8523991221060965,97,35_C5,42,3,35 evolved
g8,40_B6,6.127627790084012,0.168,0.07235810854894732,0.9313992553466759,97,40_B6,42,3,40 evolved
g10,35_F2,6.554319463848054,0.163,0.03235734848906993,0.8304250251379469,97,35_F2,42,3,35 evolved
b2,40_B6,17.609989196499434,1.827,0.420981136420656,0.9505552986210352,97,40_B6,41,3,40 evolved
b3,fRS585,6.925517033192857,1.2308160085625532,0.47747367704255184,0.9984585032734031,97,fRS585,41,3,fRS585
b4,35_E11,5.100649110900974,1.2490338793845381,0.5775041617888329,0.9990756578750631,97,35_E11,41,3,35 evolved
b5,35_D2,9.074487129387856,1.106,0.42569041862005974,0.980469963686404,97,35_D2,41,3,35 evolved
b6,WT_FLZ_1,6.888443960846614,1.2479210015052224,0.5337962435377412,0.9864812843577484,97,WT_FLZ_1,41,3,Fluconazole evolved
b7,fRS585,5.1689562465251955,1.709,0.5433724497716469,0.7867232533621058,97,fRS585,41,3,fRS585
b8,35_E11,13.722531530787055,0.923,0.3825498116067357,0.9868533632758956,97,35_E11,41,3,35 evolved
b9,40_C5,13.860077172048621,1.3304273185084303,0.3702919345572036,0.9928672406471911,97,40_C5,41,3,40 evolved
b10,40_F6,15.031882202296387,1.2885454392366023,0.3598453186933801,0.9921795375130172,97,40_F6,41,3,40 evolved
b11,40_G5,13.839456742274681,1.2980982943884258,0.4022141775844103,0.9912132676211614,97,40_G5,41,3,40 evolved
