well,block,test_temperature,strain,evolution_history,mu_gt,r2_gt,mu_log,r2_log
f7,2,42,40,F4,2.6493769357393657,0.9924397501373066,NA,NA
f8,2,42,35,G9,1.6628021757865374,0.963766943014248,NA,NA
f9,2,42,35,F6,1.4905724012377286,0.9637268641407456,NA,NA
g3,2,42,35,G9,1.6833591346979655,0.964356276832904,NA,NA
g5,2,42,40,F4,2.589677168300425,0.992183411866206,NA,NA
g6,2,42,35,F6,1.5340632912057883,0.9585894787487472,NA,NA
g8,2,42,35,E9,1.5422303377933704,0.958963761699316,NA,NA
b10,3,25,40,F6,6.716287464259409,0.9949122427360668,NA,NA
b11,3,25,40,G5,6.483378048140374,0.9956600182966174,NA,NA
b2,3,25,40,B6,6.405214346610236,0.9956484273846862,NA,NA
b3,3,25,fRS585,fRS585,6.762449353342069,0.994652080138516,3.6155080847611862,0.9966062869378988
b4,3,25,35,E11,6.698140537089163,0.9949132496587852,NA,NA
b5,3,25,35,D2,6.795055447253631,0.994733085249573,NA,NA
b7,3,25,fRS585,fRS585,6.895500902509422,0.994755800715028,3.590325269454083,0.996350885224044
b8,3,25,35,E11,5.337782371286526,0.978751182485638,NA,NA
b9,3,25,40,C5,6.387546688666472,0.995470629160782,NA,NA
c2,3,25,35,E11,6.656210284218456,0.9949451158748702,NA,NA
c3,3,25,40,E7,6.670133931983403,0.9950764451154488,NA,NA
c4,3,25,35,C9,5.19259873438854,0.9768983216555196,NA,NA
c5,3,25,35,D2,6.720228531955755,0.9948286070119036,NA,NA
c7,3,25,40,D8,5.107381122305058,0.9761283236521228,NA,NA
c8,3,25,35,F2,6.63939450083672,0.9947088113034864,NA,NA
c9,3,25,fRS585,fRS585,6.735381383060784,0.994699453577742,3.5764041134859688,0.9964046867525728
d10,3,25,35,C5,6.6296861281325565,0.9949672894621532,NA,NA
d2,3,25,35,C9,5.170836100417759,0.9776559424401444,NA,NA
d5,3,25,35,E7,6.671569838927253,0.9949454155478912,NA,NA
d6,3,25,35,C9,5.383347873450918,0.9792342929836788,NA,NA
d7,3,25,40,D8,6.669711701199931,0.99544230765018,NA,NA
e11,3,25,40,E7,6.697710470333976,0.995095881241987,NA,NA
e2,3,25,40,B6,6.394627354162611,0.995640559150579,NA,NA
e4,3,25,35,C5,5.210571041453757,0.9777091644737086,NA,NA
e5,3,25,40,G5,6.423951901781535,0.9958421692413916,NA,NA
f11,3,25,35,F2,6.7838613413632975,0.99474161583952,NA,NA
f2,3,25,40,F6,6.762124399652387,0.9947760484925288,NA,NA
f3,3,25,35,E7,5.028786525834551,0.9768359412204892,NA,NA
f4,3,25,40,C5,6.377162440403696,0.995574217001458,NA,NA
f5,3,25,40,D8,6.5806280030911015,0.9953664673993468,NA,NA
f7,3,25,35,D2,6.806782700496216,0.9949208390907082,NA,NA
f8,3,25,40,G5,6.457679367481956,0.99563632196624,NA,NA
g10,3,25,35,F2,6.858604655776273,0.9949773737266928,NA,NA
g2,3,25,40,E7,5.253107315046913,0.9776846244158652,NA,NA
g3,3,25,35,E7,5.205699641630843,0.977062937790442,NA,NA
g4,3,25,40,C5,6.4307640001078905,0.9955332231561902,NA,NA
g5,3,25,40,F6,5.340739810862901,0.9791035130052468,NA,NA
g7,3,25,35,C5,5.273243278517776,0.978033958472159,NA,NA
g8,3,25,40,B6,6.566456985558137,0.9956251571424972,NA,NA
b10,3,35,40,F6,8.367547740977168,0.9847232456344384,NA,NA
b11,3,35,40,G5,7.5967903829167165,0.984173520264774,NA,NA
b2,3,35,40,B6,9.367235825869246,0.996571602415732,NA,NA
b3,3,35,fRS585,fRS585,10.187047891999065,0.9958989111067308,5.562402461555792,0.9979028173467488
b4,3,35,35,E11,8.287637804333075,0.9822749994693196,NA,NA
b5,3,35,35,D2,10.24443411784995,0.996060245343694,NA,NA
b7,3,35,fRS585,fRS585,8.273650883917062,0.9847980690438662,5.723124351702335,0.9978673141042228
b8,3,35,35,E11,10.428278639449472,0.9960733993344054,NA,NA
b9,3,35,40,C5,9.34563514240829,0.9963866833672628,NA,NA
c2,3,35,35,E11,10.40902855010082,0.9960326121704444,NA,NA
c3,3,35,40,E7,8.252708646426218,0.9845007847418096,NA,NA
c4,3,35,35,C9,8.555741749884534,0.9837990359956827,NA,NA
c5,3,35,35,D2,8.255745855569003,0.9845277042776798,NA,NA
c7,3,35,40,D8,7.884049275294081,0.9857095487487852,NA,NA
c8,3,35,35,F2,8.01440533558344,0.9811863454342262,NA,NA
c9,3,35,fRS585,fRS585,8.130489704318737,0.9836465091954508,5.562084559242076,0.997802464720318
d10,3,35,35,C5,10.408341361889244,0.996217589679903,NA,NA
d2,3,35,35,C9,8.159559014771347,0.9828502872814208,NA,NA
d5,3,35,35,E7,8.417531745229386,0.9852349995741096,NA,NA
d6,3,35,35,C9,7.968165411596263,0.981487557107091,NA,NA
d7,3,35,40,D8,9.695849748753536,0.996517714156183,NA,NA
e11,3,35,40,E7,8.083140300131506,0.9844261308130108,NA,NA
e2,3,35,40,B6,9.37788044687413,0.996784060456644,NA,NA
e4,3,35,35,C5,8.31328869615235,0.9848771559148264,NA,NA
e5,3,35,40,G5,8.129316525438771,0.9815284873629428,NA,NA
f11,3,35,35,F2,8.050243485358495,0.9817755447178192,NA,NA
f2,3,35,40,F6,11.537871637572357,0.9896414395146468,NA,NA
f3,3,35,35,E7,8.662136365711413,0.9858042235063678,NA,NA
f4,3,35,40,C5,9.274751485597026,0.9964587680388975,NA,NA
f5,3,35,40,D8,9.627828991629883,0.9930055024346915,NA,NA
f7,3,35,35,D2,10.464789506175434,0.9961851801043924,NA,NA
f8,3,35,40,G5,9.745285968419052,0.9966237822471282,NA,NA
g10,3,35,35,F2,10.268693542087313,0.9962383079150662,NA,NA
g2,3,35,40,E7,10.17211032697324,0.9963602051188734,NA,NA
g3,3,35,35,E7,8.518336454219805,0.985081046659993,NA,NA
g4,3,35,40,C5,9.424221457468697,0.9964703822235728,NA,NA
g5,3,35,40,F6,10.685046935988217,0.9963347908250116,NA,NA
g7,3,35,35,C5,8.3341481227322909,0.9847845378752804,NA,NA
g8,3,35,40,B6,9.407276538829914,0.9966660638233068,NA,NA
b10,3,38,40,F6,8.959271093645965,0.9803860781935722,NA,NA
b11,3,38,40,G5,8.133015698891672,0.9856429072802092,NA,NA
b2,3,38,40,B6,8.305986367872272,0.9875050743436128,NA,NA
b3,3,38,fRS585,fRS585,8.588778974334371,0.9847431453614066,6.869336683992046,0.9971765634275852
b4,3,38,35,E11,8.496322141880977,0.9851115268316196,NA,NA
b5,3,38,35,D2,8.795338588238817,0.9857888996321144,NA,NA
b7,3,38,fRS585,fRS585,8.644619974986032,0.98542987535552,7.021369750525203,0.9971283778276429
b8,3,38,35,E11,10.947609291864246,0.9973519982615656,NA,NA
b9,3,38,40,C5,8.27918286065679,0.9880341775578282,NA,NA
c2,3,38,35,E11,8.676375472407807,0.9865291556772576,NA,NA
c3,3,38,40,E7,8.4891276181143,0.9847440622899536,NA,NA
c4,3,38,35,C9,8.756928954820236,0.9860910212013348,NA,NA
c5,3,38,35,D2,8.667299547932867,0.985593439630065,NA,NA
c7,3,38,40,D8,8.339647428129007,0.9861465314972504,NA,NA
c8,3,38,35,F2,8.512730297793604,0.9847239805156208,NA,NA
c9,3,38,fRS585,fRS585,8.696256356429215,0.984092219041852,6.91760317593786,0.9975269817179518
d10,3,38,35,C5,8.623927612632732,0.9844264345029328,NA,NA
d2,3,38,35,C9,8.657822031513144,0.9856144242029208,NA,NA
d5,3,38,35,E7,8.524729473174638,0.9841415172019368,NA,NA
d6,3,38,35,C9,8.596553905776396,0.9845701697561872,NA,NA
d7,3,38,40,D8,10.324839664886838,0.9973729015898032,NA,NA
e11,3,38,40,E7,10.98188185200209,0.9974489400515332,NA,NA
e2,3,38,40,B6,8.098997330655838,0.9857640159676196,NA,NA
e4,3,38,35,C5,8.595246877041589,0.98312748798975,NA,NA
e5,3,38,40,G5,8.167451104646144,0.986268385816679,NA,NA
f11,3,38,35,F2,8.757858625561756,0.9846767165044163,NA,NA
f2,3,38,40,F6,8.75505984604885,0.9864034450346496,NA,NA
f3,3,38,35,E7,8.856715622188402,0.9807781923716122,NA,NA
f4,3,38,40,C5,8.186833114571884,0.988388371172157,NA,NA
f5,3,38,40,D8,8.298842086526212,0.983966507120932,NA,NA
f7,3,38,35,D2,8.701324753537161,0.985442383390468,NA,NA
f8,3,38,40,G5,8.235696956997602,0.9867413853429932,NA,NA
g10,3,38,35,F2,8.868136325781954,0.9819232696339742,NA,NA
g2,3,38,40,E7,8.420720887046286,0.9844389552230544,NA,NA
g3,3,38,35,E7,11.1864011339577,0.9974906511279223,NA,NA
g4,3,38,40,C5,8.21540728227462,0.9889686368654246,NA,NA
g5,3,38,40,F6,8.662173043791446,0.985271180793616,NA,NA
g7,3,38,35,C5,8.504259722013662,0.983912250410276,NA,NA
g8,3,38,40,B6,7.984948129412422,0.9845567224152156,NA,NA
b10,3,41,40,F6,7.429242181797127,0.9982184768025304,NA,NA
b11,3,41,40,G5,6.79263328282056,0.9978790614749214,NA,NA
b2,3,41,40,B6,6.380371486969172,0.97673522511348,NA,NA
b3,3,41,fRS585,fRS585,4.55923479144386,0.9927071816838214,2.131009586019645,0.9984585032733606
b4,3,41,35,E11,3.7765254723769246,0.9869145494494712,NA,NA
b5,3,41,35,D2,5.76154586103468,0.9980619727210288,NA,NA
b7,3,41,fRS585,fRS585,4.812853117915732,0.982962554622074,6.241762112159028,0.8429940848325693
b8,3,41,35,E11,6.888182923173643,0.9980489383302774,NA,NA
b9,3,41,40,C5,7.05918735536679,0.9980598289009722,NA,NA
c2,3,41,35,E11,5.524717659647862,0.9979293170415098,NA,NA
c3,3,41,40,E7,6.9146957006791085,0.9981575173560489,NA,NA
c4,3,41,35,C9,6.2519195704324,0.998010618785814,NA,NA
c5,3,41,35,D2,4.03210695339072,0.989204289555058,NA,NA
c7,3,41,40,D8,6.713155503337143,0.9975924431044184,NA,NA
c8,3,41,35,F2,4.7392332009433975,0.9960608945234416,NA,NA
c9,3,41,fRS585,fRS585,4.640068308628773,0.996409752963832,2.2186292823222016,0.9942396552727586
d10,3,41,35,C5,3.5744680304896876,0.9917860337701704,NA,NA
d2,3,41,35,C9,6.0326750203189325,0.998007355162578,NA,NA
d5,3,41,35,E7,3.3620639315314285,0.975796548228109,NA,NA
d6,3,41,35,C9,3.6027896767115455,0.9760587893291518,NA,NA
d7,3,41,40,D8,6.012934635272515,0.9983587723216952,NA,NA
e11,3,41,40,E7,7.061155552673264,0.9982757071434348,NA,NA
e2,3,41,40,B6,6.646379595875824,0.9977513349824118,NA,NA
e4,3,41,35,C5,3.3553197897574103,0.9772077892534968,NA,NA
e5,3,41,40,G5,4.372057073440293,0.9932678351667392,NA,NA
f11,3,41,35,F2,4.7427265233886535,0.997602376399422,NA,NA
f2,3,41,40,F6,8.178015417335008,0.997970522897574,NA,NA
f3,3,41,35,E7,4.546935851329076,0.9848441238410552,NA,NA
f4,3,41,40,C5,6.183240011847027,0.9980003346414194,NA,NA
f5,3,41,40,D8,6.217489812374498,0.99837993181961,NA,NA
f7,3,41,35,D2,3.711249108231144,0.9804157242425507,NA,NA
f8,3,41,40,G5,5.969693159651379,0.9902296573628978,NA,NA
g10,3,41,35,F2,6.929434034388102,0.9980369754898284,NA,NA
g2,3,41,40,E7,8.501578176983617,0.9978784902075508,NA,NA
g3,3,41,35,E7,7.103885278315688,0.9977010937551272,NA,NA
g4,3,41,40,C5,7.380443199036649,0.9977131376177578,NA,NA
g5,3,41,40,F6,8.90617657323529,0.9926901410800923,NA,NA
g7,3,41,35,C5,6.861785182947267,0.9971606914215544,NA,NA
g8,3,41,40,B6,7.288558614685025,0.9975443713283512,NA,NA
b10,3,42,40,F6,2.1430860920017816,0.9486592722289408,NA,NA
b11,3,42,40,G5,1.9407460958766165,0.9762130335851192,NA,NA
b2,3,42,40,B6,1.9715984908902824,0.9889379296210822,NA,NA
b3,3,42,fRS585,fRS585,1.8762245656673595,0.958147028926406,0.3215401971746998,0.8700684320374956
b4,3,42,35,E11,1.8794405888034909,0.9672105860570398,NA,NA
b5,3,42,35,D2,1.8434491886274431,0.9653141368583285,NA,NA
b7,3,42,fRS585,fRS585,2.0841870677994656,0.9638981776261322,0.35351394626768373,0.8799540880679798
b8,3,42,35,E11,2.3496881242373666,0.9734338169122564,NA,NA
b9,3,42,40,C5,2.308147550784664,0.984859118991004,NA,NA
c2,3,42,35,E11,1.701259326262295,0.9591919954901732,NA,NA
c3,3,42,40,E7,2.029627010302584,0.9937110356678616,NA,NA
c4,3,42,35,C9,1.715917368740438,0.9611936410798,NA,NA
c5,3,42,35,D2,1.6568946817189851,0.9654651450824404,NA,NA
c7,3,42,40,D8,2.0956993245129083,0.9933847479543848,NA,NA
c8,3,42,35,F2,1.9133159295708544,0.9622217308316512,NA,NA
c9,3,42,fRS585,fRS585,2.021512838368872,0.962326573186017,0.35127075409721326,0.8757630053792459
d10,3,42,35,C5,3.3899738532644528,0.9759413729093498,NA,NA
d2,3,42,35,C9,1.6020665366450226,0.9579243669482516,NA,NA
d5,3,42,35,E7,1.595601602979947,0.9672550564040998,NA,NA
d6,3,42,35,C9,1.648082891798463,0.9619798265498812,NA,NA
d7,3,42,40,D8,1.9195098194739857,0.992922608951039,NA,NA
e11,3,42,40,E7,2.1581239097127196,0.9083100815148062,NA,NA
e2,3,42,40,B6,1.500354214041648,0.9854667280124936,NA,NA
e4,3,42,35,C5,2.714504325371782,0.974795416988974,NA,NA
e5,3,42,40,G5,1.5975623710796985,0.991208091619744,NA,NA
f11,3,42,35,F2,2.095540507929475,0.9671351691332172,NA,NA
f2,3,42,40,F6,2.0067556896787573,0.9839318265793074,NA,NA
f3,3,42,35,E7,1.430732943721366,0.956950060438789,NA,NA
f4,3,42,40,C5,1.724676443977924,0.9936827350046056,NA,NA
f5,3,42,40,D8,1.689279068599026,0.991133592145698,NA,NA
f7,3,42,35,D2,1.5739622413467456,0.96473591354648,NA,NA
f8,3,42,40,G5,1.7008727301502955,0.988898419624702,NA,NA
g10,3,42,35,F2,1.8849872816813336,0.9666291396330764,NA,NA
g2,3,42,40,E7,1.7151882481656178,0.9904689331793382,NA,NA
g3,3,42,35,E7,1.4617968917838282,0.964376566198926,NA,NA
g4,3,42,40,C5,1.7709555705307023,0.9922563078573854,NA,NA
g5,3,42,40,F6,1.9607867177520024,0.9836733649664264,NA,NA
g7,3,42,35,C5,3.0233587553506536,0.9791996024925388,NA,NA
g8,3,42,40,B6,1.9040366768781232,0.9908211893495432,NA,NA
b11,1,42,35_G11,35 evolved,NA,NA,0.6259427169739606,0.9295323965609608
b5,1,42,40_D2,40 evolved,NA,NA,0.3192679762687826,0.9380144690827452
b8,1,42,40_G9,40 evolved,NA,NA,2.9010736848489938,0.9914825761474152
c10,1,42,35_B8,35 evolved,NA,NA,0.5240982251711136,0.8999236996173964
c2,1,42,35_G5,35 evolved,NA,NA,0.3264404996348992,0.88036273714451
c4,1,42,40_C7,40 evolved,NA,NA,0.45420390020763063,0.9422768736649016
c5,1,42,35_G5,35 evolved,NA,NA,0.3669975238016275,0.8760587770833574
c6,1,42,35_F4,35 evolved,NA,NA,0.6231730701319261,0.8919854525027088
c7,1,42,35_D4,35 evolved,NA,NA,0.398137119663472,0.8779071741542975
c8,1,42,40_F2,40 evolved,NA,NA,0.7901217061217382,0.9968941089976452
c9,1,42,40_D4,40 evolved,NA,NA,1.9519144814048808,0.996762807149327
d10,1,42,40_B8,40 evolved,NA,NA,1.6849770387420324,0.9993655615829656
d2,1,42,40_B8,40 evolved,NA,NA,0.3849260070848236,0.994396688437508
d4,1,42,40_F2,40 evolved,NA,NA,0.6286455279635373,0.9913398474846418
d5,1,42,40_C7,40 evolved,NA,NA,0.48741868352399753,0.9477550597624564
d7,1,42,35_B6,35 evolved,NA,NA,0.4203860375853006,0.8834910836225289
e2,1,42,35_B8,35 evolved,NA,NA,0.35157654198997873,0.8806708918267492
e3,1,42,35_F4,35 evolved,NA,NA,0.5884937873871768,0.8943607396527002
e5,1,42,40_D4,40 evolved,NA,NA,0.432952934739001,0.9918901777692108
e7,1,42,35_F4,35 evolved,NA,NA,0.704358432107237,0.9050556395283532
e8,1,42,35_B8,35 evolved,NA,NA,1.0270855460139576,0.7641973336740033
e9,1,42,40_D2,40 evolved,NA,NA,1.305720021392191,0.999221500544758
f10,1,42,40_F2,40 evolved,NA,NA,0.5787263628114979,0.995345663368452
f2,1,42,35_G5,35 evolved,NA,NA,0.35388218540641286,0.8807647002642781
f3,1,42,40_D4,40 evolved,NA,NA,2.8297912697330827,0.9940282250666844
f4,1,42,35_D4,35 evolved,NA,NA,0.3982287023431915,0.8776765843116331
f5,1,42,35_B6,35 evolved,NA,NA,0.34863588655986977,0.8806411276721926
f6,1,42,40_B8,40 evolved,NA,NA,1.5271141799689605,0.7057724876071885
f7,1,42,40_C7,40 evolved,NA,NA,0.50321665426018,0.958652838524738
g10,1,42,40_G9,40 evolved,NA,NA,1.4005932775082928,0.9988776578755196
g2,1,42,35_G11,35 evolved,NA,NA,0.3628247656796638,0.8783046293970167
g4,1,42,35_B6,35 evolved,NA,NA,0.4126353571856301,0.8952581161655753
g6,1,42,40_D2,40 evolved,NA,NA,0.4309140660603762,0.9402747076624078
g7,1,42,40_G9,40 evolved,NA,NA,0.8355245960174301,0.9981201902617772
g8,1,42,35_G11,35 evolved,NA,NA,0.502466552473527,0.8875428682946288
g9,1,42,35_D4,35 evolved,NA,NA,0.35330519508359887,0.8786645755419461
b11,1,41,35_G11,35 evolved,NA,NA,4.222116277923698,0.99268932050183
b5,1,41,40_D2,40 evolved,NA,NA,3.3507831882194083,0.9887365559244876
b8,1,41,40_G9,40 evolved,NA,NA,7.208630063234901,0.9418499689800808
c10,1,41,35_B8,35 evolved,NA,NA,5.6945659307372045,0.9403284648511534
c2,1,41,35_G5,35 evolved,NA,NA,1.8843145375039831,0.99748955997823
c4,1,41,40_C7,40 evolved,NA,NA,3.428172135432731,0.9909930168173936
c5,1,41,35_G5,35 evolved,NA,NA,1.4127512653577423,0.989697292589506
c6,1,41,35_F4,35 evolved,NA,NA,4.231745379700143,0.7910627201405289
c7,1,41,35_D4,35 evolved,NA,NA,1.9705533218104188,0.9962908780591888
c8,1,41,40_F2,40 evolved,NA,NA,7.15927130857316,0.9846704929063422
c9,1,41,40_D4,40 evolved,NA,NA,6.853111459079464,0.9852916255092122
d10,1,41,40_B8,40 evolved,NA,NA,7.324880109129765,0.940115197259254
d2,1,41,40_B8,40 evolved,NA,NA,7.450988310277645,0.925203104557651
d4,1,41,40_F2,40 evolved,NA,NA,6.976454717867765,0.96473965130463
d5,1,41,40_C7,40 evolved,NA,NA,3.3114875596692332,0.9909359011639268
d7,1,41,35_B6,35 evolved,NA,NA,1.5246298642979248,0.99076494619936
e2,1,41,35_B8,35 evolved,NA,NA,0.9778373877757,0.9838747882207411
e3,1,41,35_F4,35 evolved,NA,NA,1.0037342081076992,0.9840611373279728
e5,1,41,40_D4,40 evolved,NA,NA,3.794982290517937,0.9900667148403712
e7,1,41,35_F4,35 evolved,NA,NA,1.733315030042778,0.9929352435816096
e8,1,41,35_B8,35 evolved,NA,NA,4.060548138450029,0.7567014361768826
e9,1,41,40_D2,40 evolved,NA,NA,3.478424573648019,0.9887355278630182
f10,1,41,40_F2,40 evolved,NA,NA,9.81568746675514,0.989236972670701
f2,1,41,35_G5,35 evolved,NA,NA,2.065943399799269,0.733609115465097
f3,1,41,40_D4,40 evolved,NA,NA,6.62305523207241,0.9415495833810404
f4,1,41,35_D4,35 evolved,NA,NA,0.5840021898017566,0.976514994457068
f5,1,41,35_B6,35 evolved,NA,NA,1.5807814087821626,0.7569464594845124
f6,1,41,40_B8,40 evolved,NA,NA,6.669583210670905,0.9690571595713384
f7,1,41,40_C7,40 evolved,NA,NA,6.906311228982025,0.9054171063843957
g10,1,41,40_G9,40 evolved,NA,NA,5.013412784746083,0.9937242107476773
g2,1,41,35_G11,35 evolved,NA,NA,0.5143398840328435,0.974827409827254
g4,1,41,35_B6,35 evolved,NA,NA,0.489601931140328,0.9818296415223654
g6,1,41,40_D2,40 evolved,NA,NA,2.8195701407579192,0.9869287924123504
g7,1,41,40_G9,40 evolved,NA,NA,4.6055210854716595,0.9938036574957104
g8,1,41,35_G11,35 evolved,NA,NA,1.5974010050659606,0.9904108451869922
g9,1,41,35_D4,35 evolved,NA,NA,4.326436918536423,0.8004236557388704
b11,1,35,35_G11,35 evolved,NA,NA,5.390813317424653,0.9975746678556932
b5,1,35,40_D2,40 evolved,NA,NA,5.485638656148566,0.9968414337186658
b8,1,35,40_G9,40 evolved,NA,NA,6.687078968260314,0.9979690558021812
c10,1,35,35_B8,35 evolved,NA,NA,6.693914619171046,0.9954612885161984
c2,1,35,35_G5,35 evolved,NA,NA,5.700363907631396,0.997780120125202
c4,1,35,40_C7,40 evolved,NA,NA,5.514237149512589,0.9972353658595416
c5,1,35,35_G5,35 evolved,NA,NA,6.841155933479958,0.9954252588189348
c6,1,35,35_F4,35 evolved,NA,NA,5.693859061824412,0.9975325918999636
c7,1,35,35_D4,35 evolved,NA,NA,5.8066688969139015,0.997645405623456
c8,1,35,40_F2,40 evolved,NA,NA,5.2545617659381705,0.9975056383726524
c9,1,35,40_D4,40 evolved,NA,NA,6.70553175464891,0.9951464054778262
d10,1,35,40_B8,40 evolved,NA,NA,6.8582388416852,0.9845257207539088
d2,1,35,40_B8,40 evolved,NA,NA,5.418800064870159,0.99786687748672
d4,1,35,40_F2,40 evolved,NA,NA,5.452153232579624,0.9968513608801794
d5,1,35,40_C7,40 evolved,NA,NA,5.531250153346753,0.9974067672982646
d7,1,35,35_B6,35 evolved,NA,NA,5.620460832111423,0.9975881208141594
e2,1,35,35_B8,35 evolved,NA,NA,5.679783221626316,0.9977490787390804
e3,1,35,35_F4,35 evolved,NA,NA,5.670330496590984,0.997723987545712
e5,1,35,40_D4,40 evolved,NA,NA,5.55698051604569,0.9973848923402956
e7,1,35,35_F4,35 evolved,NA,NA,5.758829095852935,0.99769874605985
e8,1,35,35_B8,35 evolved,NA,NA,5.71950285018026,0.9976311546512544
e9,1,35,40_D2,40 evolved,NA,NA,5.371309319540572,0.9972149406922782
f10,1,35,40_F2,40 evolved,NA,NA,7.483835302696025,0.9080347577840298
f2,1,35,35_G5,35 evolved,NA,NA,6.892415579832116,0.9798426813578084
f3,1,35,40_D4,40 evolved,NA,NA,6.718273441863238,0.9912650233044936
f4,1,35,35_D4,35 evolved,NA,NA,5.671515658883015,0.9977127371404496
f5,1,35,35_B6,35 evolved,NA,NA,7.063791527324048,0.9700739857922503
f6,1,35,40_B8,40 evolved,NA,NA,5.445315464314159,0.9977317166164128
f7,1,35,40_C7,40 evolved,NA,NA,6.858933296995034,0.9682173844443864
g10,1,35,40_G9,40 evolved,NA,NA,7.470420586627102,0.9973072813045226
g2,1,35,35_G11,35 evolved,NA,NA,5.779290273805307,0.9977545070448118
g4,1,35,35_B6,35 evolved,NA,NA,5.639062342475139,0.997681710351107
g6,1,35,40_D2,40 evolved,NA,NA,5.241799735501584,0.9972900480723552
g7,1,35,40_G9,40 evolved,NA,NA,7.1902795960106065,0.9972016353591986
g8,1,35,35_G11,35 evolved,NA,NA,5.688623809031371,0.997735105372736
g9,1,35,35_D4,35 evolved,NA,NA,5.763398831699905,0.9977384332219498
b11,1,25,35_G11,35 evolved,NA,NA,3.5912389489796146,0.9966380339244404
b5,1,25,40_D2,40 evolved,NA,NA,3.606175410749979,0.9969924983235396
b8,1,25,40_G9,40 evolved,NA,NA,3.8190655001643057,0.9974319038159896
c10,1,25,35_B8,35 evolved,NA,NA,3.632329329983187,0.9965396974360262
c2,1,25,35_G5,35 evolved,NA,NA,3.6127745445098456,0.9966216798044256
c4,1,25,40_C7,40 evolved,NA,NA,3.689013841883306,0.9971147971055284
c5,1,25,35_G5,35 evolved,NA,NA,3.683608942120405,0.9967520210835622
c6,1,25,35_F4,35 evolved,NA,NA,3.619365776913588,0.996576076322
c7,1,25,35_D4,35 evolved,NA,NA,3.609408535508006,0.9966841533588772
c8,1,25,40_F2,40 evolved,NA,NA,3.5658425211114557,0.996926340930518
c9,1,25,40_D4,40 evolved,NA,NA,3.596965771422909,0.9968792225593672
d10,1,25,40_B8,40 evolved,NA,NA,3.313950846470271,0.9959408247617294
d2,1,25,40_B8,40 evolved,NA,NA,3.5016006337142223,0.9963783835033118
d4,1,25,40_F2,40 evolved,NA,NA,3.720661314152606,0.9969903312087136
d5,1,25,40_C7,40 evolved,NA,NA,3.68409445199234,0.9971220772943844
d7,1,25,35_B6,35 evolved,NA,NA,3.664479311502151,0.99655602982184
e2,1,25,35_B8,35 evolved,NA,NA,3.5037140061548766,0.9965865107288884
e3,1,25,35_F4,35 evolved,NA,NA,3.5011614667589206,0.9965319303591016
e5,1,25,40_D4,40 evolved,NA,NA,3.67394483440722,0.9968014096300544
e7,1,25,35_F4,35 evolved,NA,NA,3.673789444561714,0.9968265200872458
e8,1,25,35_B8,35 evolved,NA,NA,3.5944585841760004,0.9966120571967598
e9,1,25,40_D2,40 evolved,NA,NA,3.422190814903287,0.996364117192912
f10,1,25,40_F2,40 evolved,NA,NA,3.6341150995769578,0.9968261068308076
f2,1,25,35_G5,35 evolved,NA,NA,3.595603022735465,0.9965275326417876
f3,1,25,40_D4,40 evolved,NA,NA,3.6560863615111736,0.9968552583047112
f4,1,25,35_D4,35 evolved,NA,NA,3.575913582545997,0.9965476671022572
f5,1,25,35_B6,35 evolved,NA,NA,3.4788753880854086,0.996300166377432
f6,1,25,40_B8,40 evolved,NA,NA,3.407102598215493,0.9960284766820748
f7,1,25,40_C7,40 evolved,NA,NA,3.7521504802908994,0.997142245507702
g10,1,25,40_G9,40 evolved,NA,NA,3.726316955435504,0.9972631487336848
g2,1,25,35_G11,35 evolved,NA,NA,3.2202751546063713,0.995767180549292
g4,1,25,35_B6,35 evolved,NA,NA,3.411972155260276,0.9963608377618948
g6,1,25,40_D2,40 evolved,NA,NA,3.649980214572624,0.9967563640078372
g7,1,25,40_G9,40 evolved,NA,NA,3.6996374063319672,0.9973635874972704
g8,1,25,35_G11,35 evolved,NA,NA,3.666879822533017,0.9966626507918857
g9,1,25,35_D4,35 evolved,NA,NA,3.6509750349602914,0.996624629428252
b11,1,38,35_G11,35 evolved,NA,NA,6.856545100570966,0.997392517891726
b5,1,38,40_D2,40 evolved,NA,NA,6.060938643802826,0.9970208551337808
b8,1,38,40_G9,40 evolved,NA,NA,6.862778674885695,0.9972670680963204
c10,1,38,35_B8,35 evolved,NA,NA,6.870179700674257,0.9961740720258532
c2,1,38,35_G5,35 evolved,NA,NA,6.43687184761897,0.99747016731726
c4,1,38,40_C7,40 evolved,NA,NA,6.223218266504222,0.9968608578617004
c5,1,38,35_G5,35 evolved,NA,NA,7.038249735480065,0.9816028455331416
c6,1,38,35_F4,35 evolved,NA,NA,8.471883094026204,0.8994828195023732
c7,1,38,35_D4,35 evolved,NA,NA,6.959787328671365,0.9942278247562514
c8,1,38,40_F2,40 evolved,NA,NA,5.869534451311501,0.9971747142187878
c9,1,38,40_D4,40 evolved,NA,NA,6.872659037944697,0.9971026775572204
d10,1,38,40_B8,40 evolved,NA,NA,6.895316806916611,0.9949621348062044
d2,1,38,40_B8,40 evolved,NA,NA,6.026114923123969,0.9973989848098868
d4,1,38,40_F2,40 evolved,NA,NA,6.198079289145862,0.9972735763436744
d5,1,38,40_C7,40 evolved,NA,NA,6.94717949350543,0.9965781363850936
d7,1,38,35_B6,35 evolved,NA,NA,6.721025744594912,0.9973730201957358
e2,1,38,35_B8,35 evolved,NA,NA,6.92266962298155,0.9972998477523692
